id;CourseCode;Name;DepartmentName;SemesterName;SemesterType;ECTS;Description;TeachingLanguage;Prerequisite
65;T-201-STA2;Stærðfræði II;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong>&nbsp; 1. Grunnnám, grunnnámskeið.<br><strong>Tegund námskeiðs:</strong> Skyldunámskeið fyrir allar námsbrautir í verkfræði.<br><strong>Nauðsynlegir undanfarar:</strong> Stærðfræði I (T-101-STA1), Línuleg algebra (T-211-LINA). Aðrir ráðlagðir undanfarar: Eðlisfræði I (T-102-EDL1).</p><p>Námskeiðið fjallar um stærðfræðigreiningu raungildra falla af mörgum breytistærðum og að auki um runur og raðir. Farið er í: Stikun ferla, ferð agnar í rúminu, bogalengd og ferilheildi. Helstu eiginleika falla af fleiri breytistærðum; markgildi, samleitni, diffranleika, afleiður, línulega nálgun og útgildi. Heildi í 2 og 3 víddum, pólhnit, kúluhnit, sívalningshnit. Varðveitin vektorsvið, mætti, flatarheildi vektorsviðs. Setningar Stokes, Green og Gauss. Í umfjöllun um runur og raðir er fjallað um: Samleitnipróf. Kvótaraðir, p-raðir, kíkisraðir, veldaraðir, Taylor-raðir.</p><p><strong>Lesefni: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Robert A. Adams<strong>, </strong><em>Calculus, A Complete Course</em>. Fyrirlestrarglósur frá kennara.</p>";Íslenska;1
66;T-202-EDL2;Eðlisfræði II;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Grunnnám, grunnnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið fyrir allar námsbrautir.<br><strong>Nauðsynlegir undanfarar: </strong>Eðlisfræði I (T-102-EDL1). Æskilegt er að hafa einnig lokið Stærðfræði I (T-101-STA1).</p><p>Hlutverk námskeiðsins er að veita undirstöðu í grunnatriðum rafsegulfræðinnar og undirbýr nemandann fyrir áframhaldandi nám og þjálfun þar sem gert er ráð fyrir þessari þekkingu og getu.</p><p>Margar tæknilausnir nútímans&nbsp; byggja á eiginleikum rafhleðslna og hvernig þær víxlverka við rafsvið og segulsvið. Í þessu námskeiði er farið í grunneiginleika rafhleðslna, rafsviðs, rafstraums og segulsviðs. Fjallað verður um tengsl þessara hugtaka, almennt nefnt ragsegulfræði, og hvernig hægt er nota þau t.d. til að reikna ýmsa eiginleika rafrása, loftneta og taugaboða. Eðlisfræðin eykur skilning á umhverfi okkar, náttúrunni og tækninni, og gefur innsýn sem hvetur og styður við skapandi hugsun við lausn verkefna.</p><p><strong>Lesefni: </strong>H.D Young and R.A Freedman, <em>University Physics with Modern Physics.</em></p>";Íslenska;1
67;T-204-EFNA;Efnafræði;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>1. Grunnnám, grunnnámskeið.<br><strong>Tegund námskeiðs:</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið heilbrigðisverkfræði, Raforkuverkfræði&nbsp;á 1. ári. Skyldunámskeið orkuverkfræði, vélaverkfræði&nbsp;á 2. ári.<br><strong>Nauðsynlegir undanfarar:&nbsp;</strong>Engir undanfarar. Kennslan er miðuð við að nemendur hafi áður tekið sem samsvarar 1-2 áföngum í efnafræði á framhaldsskólastigi.</p><p>Grundvallaratriði efnafræðinnar eru tekin fyrir, þar á meðal: efni og ástönd, atóm-bygging og lotukerfið, efnahvörf, hlutfallaefnafræði, efnatengi, varmafræði og jafnvægi. Einnig verður kenndur inngangur að kjarnefnafræði og lífrænni efnafræði.&nbsp;&nbsp;</p><p><strong>Lesefni:&nbsp;</strong>Raymond Chang and William College,&nbsp;<em>Chemistry.</em></p>";Íslenska;0
68;T-305-PRMA;Verkefnastjórnun;Verkfræðideild;Vorönn 2022;3V;6;"<p><strong>Stig námskeiðs: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>2. Grunnnám, framhaldsnámskeið.&nbsp;&nbsp;<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið fyrir allar námsbrautir í verkfræði.<br><strong>Nauðsynlegir undanfarar:</strong> Engir.</p><p>Verkefnastjórnun fjallar um heildarskipulag, stjórnun og samhæfingu verkefnis, frá upphafi til enda. Marmið verkefnastjórnunar er að uppfylla kröfur viðskiptavinar í því skyni að verkefni verði lokið á réttum tíma, innan við samþykktan kostnað og uppfylli samþykktar gæðakröfur. Í þessu námskeiði verður grundvallarfærni í verkefnastjórnun kynnt með það markmið að kenna aðferðarfræði verkefnisstjórnunar og þjálfa nemendur í beitingu hennar. Farið verður yfir skilgreiningu verkefna, lífsskeið verkefnis, áætlun, framkvæmd, framvindu og miðlun upplýsinga. Þá er fá nemendur kynningu á mismunandi aðferðum við beitingu verkefnastjórnunar (PMBOK, Agile, Kanban, ofl), gerð verkáætlanir, framvinduerftirlit ofl.</p><p><strong>Lesefni: </strong>Gray &amp; Larson, <em>Project Management: The managerial process.</em></p>";Íslenska;0
69;T-306-MERK;Merki og kerfi;Verkfræðideild;Vorönn 2022;12V;6;<p><strong>Level of course:                   </strong>2. First cycle, advanced.<br><strong>Type of course:                   </strong>Mandatory course for 2nd year biomedical engineering and 3rd year  mechatronics engineering, electric power engineering.<br><strong>Mandatory prerequisites:  </strong>Analog Circuit Analysis (T-306-RAS1), Mathematics III (T-301-MATH), Fundamental knowledge of programming (Matlab and/or Python).</p><p>Continuous-time and discrete-time signals. Unit impulse and unit step signal. Continuous-time and discrete-time systems. Causality, stability, linearity, time invariance and systems with memory. Linear time invariant systems. Unit impulse and unit step response. Convolution. Fourier series. Continuous Fourier transform. Discrete-Time Fourier transform. Convolution property of the Fourier transform. Sampling. Laplace Transform. Z-transform. Amplitude and phase response. Filters.</p><p><strong>Reading material:  </strong>Lathi, <em>Linear Systems and Signals</em>, Oxford University Press, Int. 2nd edition, 2010.  Hsu, <em>Signals and Systems</em>, Schaum´s Outline Series, McGraw-Hill, 1995. Oppenheim, Willsky og Nawab, <em>Signals and Systems, </em>Pearson, 2014.</p>;Íslenska;1
70;T-401-LISY;Línuleg kvik kerfi;Verkfræðideild;Vorönn 2022;12V;6;<p><strong>Level of course: </strong>2.<strong> </strong>Undergraduate (First cycle), intermediate.<br><strong>Type of course: </strong>Core for all programs in engineering.<br><strong>Prerequisites (mandatory): </strong>Knowledge of linear algebra and differential equations is essential (equivalent to the courses Linear algebra (T-211-LINA) and Mathematics III (T-301-MATH).</p><p>This course is an introduction to applied linear algebra and linear dynamical systems, with applications to circuits, data analysis, and control systems. The course topics are as follows:</p><ul><li>Introduction to dynamical systems, modelling & simulation</li><li>Least-squares and applications</li><li>Least-norm solutions of underdetermined equations</li><li>Autonomous linear dynamical systems: solution via Laplace transform and matrix exponential</li><li>Linear dynamical systems with inputs and outputs: controllability and observability.</li></ul><p><br></p>;Íslenska/Enska;1
71;T-401-VELH;Vélhlutafræði;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs: </strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Grunnnám, framhaldsnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið hátækniverkfræði, vélaverkfræði.<br><strong>Nauðsynlegir undanfarar:</strong> Stöðu og burðarþolsfræði (T-106-BURD), Aflfræði (T-534-AFLF).</p><p>Í námskeiðinu er fjallað um álags- og spennugreiningu vélhluta. Brotkenningar og jafngildisspennur. Styrk vélhluta undir stöðugu og breytilegu álagi (Þreytuþol) . Hönnun á boltum og færsluskrúfum. Boltasamsetningar og suðusamsetningar. Hönnun á gormum og fjöðrum. Kúlu og keflalegur. Hemlar og tengsli. Gírar og gírhlutföll. Reimar og keðjur. Nemendur skila vikulegum skiladæmum og vinna saman í hópum að hönnunar- og smíðaverkefni.</p><p><strong>Lesefni: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Budynas and Nisbett, <em>Shigley‘s Mechanical Engineering Design</em>, 10. útgáfa.</p>";Íslenska;1
72;T-403-RAVE;Rafmagnsvélar;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> Grunnnám, sérhæft námskeið.<br><strong>Tegund námskeiðs:</strong> Skyldunámskeið í&nbsp; hátækniverklfræði, orkuverkfræði, raforkuverkfræði.<br><strong>Nauðsynlegir </strong><strong>undanfarar:</strong> Greining rása (T-306-RAS1 eða RT RAF1003). Auk þess er Rafsegulfræði og hálfleiðarar (RT EXH1013/T-303-RASE) ráðlagður undanfari.</p><p>Fjallað verður um einfaldar segulrásir, þriggja fasa rafmagn og per unit kerfi..&nbsp; Rifjuð verða upp grundvallaratriði spenna bæði fræðilega og praktísk.&nbsp; Fjallað verður um bæði jafnstraums- og riðstraumsvélar, virkni þeirra, hvernig þeim er komið af stað og hvernig launafli er stjórnað í þeim.&nbsp; Einnig er farið í notkun stepper mótora.</p><p><strong>Lesefni:</strong> P.C. Sen, <em>Principles of Electric Machines and Power Electronics, 3. útgáfa.</em></p>";Íslenska;1
73;T-406-LIFE;Lífeðlisfræði;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>2. Grunnnám, framhaldsnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið heilbrigðisverkfræði.<br><strong>Nauðsynlegir undanfarar:</strong> Sameinda- og frumulíffræði (T-106-LIFV).</p><p>Fyrirlestrar I: Samvægi. Lífeðlisfræði hjarta og blóðrásar. Hjartað sem dæla. Æðakerfið. Öndun og stjórn öndunar. Nýrnastarfsemi. Vökva- og jónavægi. Sýru-basa stjórnun. Bygging taugakerfisins. Raflífeðlisfræði, himnuspenna og boðspenna. Lífeðlisfræði taugafrumna. Miðtauga- og úttaugakerfið; viljastýrða og ósjálfráða taugakerfið. Heilarit, vitund/svefn, dægursveiflur. Hormónakerfið. Rafvirkni hjartans og hjartarafrit.</p><p>Fyrirlestrar II: Lífeðlisfræði hjarta og blóðrásar. Hjartað sem dæla. Æðakerfið. Öndun og stjórn öndunar. Stjórn líkamshita. Áreynslulífeðlisfræði. Nýrnastarfsemi. Vökva- og jónavægi. Sýru-basa stjórnun. Melting. Hormónastjórn efnaskipta. Æxlun. Verklegar æfingar: Öndun og blóðrás, nýrnastarfsemi og viðbrögð líkamans við áreynslu. Verkefni: Nemendur vinna verkefni í verkfræðilegri lífeðlisfræði, kynna það munnlega og skila því að lokum skriflega. Nemendur ritrýna vísindagrein. Kennslan er í formi fyrirlestra, umræðufunda,verklegra æfinga og verkefnavinnu. Skylt er að mæta í allar verklegar æfingar og umræðutíma sem þeim fylgja, skila skýrslum og verkefnum.<br>Verklegar æfingar 1) Heilarafrit (Electroencephalogram). 2) Svefnrit (polysomnography). Í báðum æfingum er tölulega úrvinnslu gagna.</p><p><strong>Lesefni: </strong>D.U. Silverthorn: <em>Human physiology: An Intergrated Approach</em>, Global Edition 7. útg., 2016.&nbsp;</p>";Íslenska;1
74;T-406-RAS2;Hönnun rása;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Level of course:</strong>&nbsp; 2. Undergraduate (First cycle), intermediate.<br><strong>Type of course:&nbsp; </strong>Core mechatronics engineering, electric power engineering.<br><strong>Prerequisites (mandatory):&nbsp; </strong>Circuit Analysis (T-306-RAS1), Mathematics III (T-301-MATH).</p><p>Content:</p><ul><li>Phasors, impedance and admittance;</li><li>Circuit laws in frequency domain;</li><li>Ideal and non-ideal operational amplifiers;</li><li>Sinusoidal steady-state analysis (mesh currents, node voltage analysis, superposition, source transformation, Thevenin’s and Norton’s theorems);</li><li>Frequency response, transfer function, Bode plots, resonant circuits, frequency/magnitude scaling;</li><li>Passive and active (active-RC, OTA-C) filters;</li><li>Laplace transform: definition and properties;</li><li>Application of Laplace transform to circuit analysis and design;</li><li>Fourier transform: definition and properties;</li><li>Applications of Fourier transform to circuit analysis;</li><li>Two-port networks; the relationship between input and output currents and voltages, network parameters and various combinations of networks connections.</li></ul><p><strong>Reading material: </strong></p><ul><li>Textbook: <em>Fundamentals of Electric Circuits</em>, C. K. Alexander and M. N. O. Sadiku, Mc Graw Hill, 6th edition, 2016 (Chapters: 14-19);</li><li>Laboratory manuals;</li><li>Assignment manuals.</li></ul>";Íslenska;1
75;T-423-ENOP;Verkfræðilegar bestunaraðferðir;Verkfræðideild;Vorönn 2022;3V;6;"<p><strong>Level of course: </strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 3. Undergraduate, advanced / 4. Graduate, introductory.<br><strong>Type of course:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Elective.<br><strong>Prerequisites:&nbsp; </strong><br>1)Working knowledge of Matlab programming;<br>2) Calculus (elementary linear algebra, in particular, vector/matrix operations and linear&nbsp;systems; Basic knowledge of derivatives, including Taylor expansion).</p><p>The course introduces the concept and methods of engineering optimization. Major topics discussed throughout the course are: formulation of unconstrained and constrained optimization problems, objective functions, classification of optimization methods, first- and second-order optimality conditions, gradient-based search methods, derivative-free optimization, stochastic search methods including multi-agent systems and evolutionary algorithms, multi-objective optimization, surrogate-based optimization with focus on space mapping, functional and physical surrogate modeling, design of experiments, model selection and validation, as well as solving real-world engineering optimization problems with interfacing of commercial simulators. The relevant material concerning Matlab programming as well as calculus in the scope necessary for the course will also be given.&nbsp;</p><p><strong>Reading material: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Lecture slides provided by the teacher</p>";Enska;1
76;T-424-SLEE;Svefn;Verkfræðideild;Vorönn 2022;3V;6;"<p><strong>Stig námskeiðs: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>3. Grunnnám, sérhæft námskeið / 4. Framhaldsnám, inngangsnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Valnámskeið.<br><strong>Nauðsynlegir undanfarar:</strong> Engir undanfarar</p><p>Efnistök námskeiðsins eru meðal annars: Saga svefnrannsókna, taugafræðilegar undirstöður svefns og vöku, samanburður svefns og vöku milli tegunda, hlutverk svefns í þroska og minni, svefnsjúkdómar, áhrif svefnleysis, og virkni svefn og vökulyfja. Lögð verður áhersla á að skoða hagnýtingu svefnrannsókna til dæmis í tengslum við lyfja og tækjaþróun. Engin kennslubók verður notuð - eingöngu verða lesnar viðeigandi frumheimildir; jafnt sígildar sem glænýjar. Námskeiðið er hugsað fyrir nemendur sem eru í MSc námi eða lengra komnir í BSc námi. Gott væri er nemendur hefðu tekið til dæmis: T-106-LIFV eða E-112-LIAT; en nálgunin verður þverfagleg og er því ekki neinn einn bakgrunnur skilyrði fyrir inngöngu (en er háð samþykki kennara). Verklegar æfingar verða hluti af námsmati. Námskeiðið er á íslensku en verkefnum má skila hvort heldur sem er á íslensku, ensku (eða skandinavísku eitthverri).</p>";Íslenska;0
77;T-507-VARM;Varmafræði;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Grunnnám, framhaldsnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið vélaverkfræði og orkuverkfræði.<br><strong>Nauðsynlegir undanfarar: </strong>Stærðfræði I (T-101-STA1), Eðlisfræði (T-102-EDL1). Aðrir ráðlagðir undanfarar: Efnafræði (T-204-EFNA).</p><p>Kynnt verða undirstöðuhugtök varmafræðinnar: Ástand og eiginleikar efna. Fjallað verður um 1. lögmál varmafræðinnar, vinnu, varma, varmaflutning og nýtni. Þá verður fjallað um eiginleika hreinna efna, t.d. fasabreytingar, kjörgas, raungas og ýmsar ástandsjöfnur. Kennd verður varmafræðileg greining á lokuðum og opnum kerfum, t.d hverflum og varmaskiptum. Annað lögmál varmafræðinnar verður kynnt og beiting þess. Rætt verður um varmafræðilegar hringrásir, viðsnúanleg og óviðsnúanleg ferli, Carnot-ferli o.s. frv. Óreiðuhugtakið verður útskýrt , ójafna Clausiusar og þriðja lögmál varmafræðinnar. Exergíu-hugtakið verður kynnt til sögunnar og beiting exergíu til greiningar á orkuferlum. Greining á kælikerfum, varmadælum og vinnuhringjum s.s. Rankine, Otto og Diesel.</p><p><strong>Lesefni: </strong>Yunus A. Cengel, Michael A. Boles, <em>Thermodynamics: An engineering approach in SI Units.</em></p>";Íslenska;1
78;T-535-MECH;Mechatronics II;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Level of course: &nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</strong>3.<strong>&nbsp;</strong>Undergraduate, advanced&nbsp;/ 4. Graduate, introductory.<br><strong>Type of course: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Core in MSc mechatronics engineering.<br><strong>Prerequisites</strong>: Mechatronics I (T-411-MECH)</p><p>Mechatronics-2 extends Mechatronics-1 by going into more details. While Mechatronics 1 is broader and more about getting results fast (what is possible), Mechatronics 2 is more about accuracy and how to match a design to a task with economy, accuracy and robustness in mind (what is the limit). The course includes sensors, signal conditioning, interfacing, analog-digital conversion, digital input/outputs, timers, low level embedded firmware programming, actuators, UARTs and serial communication. It is expected that the student is familiar with digital electronics, analog electronics and the programming language C. Along with the lectures, each student has his/her own private project based on the fundamental elements of mechatronics: sense-think-act. For this project the student holds a lab notebook. At the end of the course the student delivers a report about the project.&nbsp;</p><p><strong>Reading material</strong>:&nbsp;<em>Introduction to Mechatronic Design</em>, International edition J. Edward Carryer, R Mathew Ohline, Thomas W. Kerry, Pearson 2011, ISBN 978-0-13-609521-7</p>";Enska;1
79;T-602-RISK;Áhættustýring;Verkfræðideild;Vorönn 2022;12V;6;<p><strong>Stig námskeiðs:</strong>                   3. Grunnám, sérhæft námskeið.<br><strong>Tegund námskeiðs:</strong>            Skyldunámskeið fjármálaverkfræði.<br><strong>Nauðsynlegir undanfarar: </strong>Stærðfræði I & II (T-101-STA1 og T-201-STA2), Verðbréf (T-303-VERD), Excel. Aðrir ráðlagðir undanfarar: Forritun í Matlab og/eða Python.</p><p>Námskeiðið hefst á því að innleiða grundvallar hugtök fyrir áhættumat og áhættustýringu. Rætt verður hvernig áhætta myndast hjá fyrst og fremst fjármálastofnunum og farið verður yfir hefðbundnar aðferðir til að greina og stýra áhættunni, annað hvort með virkum vörnum eða fjölbreytni. Flokkun áhættu verður útskýrð og helstu flokkarnir, s.s. verðbréfa - , vaxta - og útlánaáhætta verða ræddir og aðferðirnar til að stýra hverjum áhættuflokki ræddar. Farið verður Value-at-Risk (Var) álagspróf fyrir markaðsáhættu. Mismunandi aðferðir verða kenndar til að áhættuflokka eignir banka en eiginfjárhlutföll banka ráðast af áhættuflokkun eigna. </p>;Íslenska;1
80;T-603-AKVA;Ákvarðanatökuaðferðir;Verkfræðideild;Vorönn 2022;12V;6;<p><strong>Stig námskeiðs:                   </strong>Grunnnám, sérhæft námskeið.<br><strong>Tegund námskeiðs:</strong>            Valnámskeið.<br><strong>Nauðsynlegir undanfarar: </strong>Tölfræði I (T-302-TOLF).</p><p>Markmið áhættustjórnunar er ekki að útrýma áhættu enda er það ekki hægt. Áhættuna má á hinn bóginn skilgreina og meta til líkinda og verðs. Flókna og margslungna ákvörðun má brjóta upp í þætti og einfalda uns ljóst er í hvaða átt helstu rök hníga. Um langa hríð hefur hér á landi hver umdeilda ákvörðunin rekið aðra. Hefðu sumar þeirra ákvarðana reynst betur hefðu þær stuðst við þær aðferðir sem greint er frá í þessu námskeiði? Svarið er já. Líkindareikningur og normaldreifingin eru grundvallaratriði og tungumál áhættustjórnunar upp að vissu marki. Líkindareikningur segir okkur til dæmis hvernig á að meta það sem á eftir að gerast á grundvelli þess sem liðið er og tölfræðileg staðalfrávik eru notuð til að stærðarmeta áhættuna. Einnig munum við velta fyrir okkur hvernig þættir í eðli okkar geta mótað afstöðu okkar og bjagað ákvarðanir sem við tökum.</p><p><strong>Lesefni:                                 </strong>Goodwin & Wright, <em>Decision Analysis for Management Judgment (5ed</em><em>).</em></p>;Íslenska;1
81;T-606-HEAT;Varmaflutningsfræði;Verkfræðideild;Vorönn 2022;12V;6;<p><strong>Stig námskeiðs: </strong>                  3. Grunnnám, sérhæft námskeið.<br><strong>Tegund námskeiðs:</strong>            Skyldunámskeið vélaverkfræði.<br><strong>Nauðsynlegir undanfarar:</strong> Stærðfræði III (T-301-MATH), Varmafræði (T-507-VARM), Straumfræði (T-536-RENN).</p><p>Í þessu námskeiði eru grunnhugtök og grunnaðferðir í varmaflutningsfræði kynntar:</p><ul><li>Varmaleiðni: Æstæð varmaleiðni í einni vídd, lausn á jöfnu Fourier fyrir æstæð og tímaháð vandamál. Greining á hnikkluðum kerfum með varmaviðnámi. Tölulegar aðferðir.</li><li>Varmaburður: Frjáls varmaburður. Þvingaður varmaburður, lagstreymi og iðustreymi í innra og ytra streymi, t.d. streymi í samsíða plötum, yfir flata plötu og í hringlaga pípu. Varmaburður við þéttingu og suðu. Tölulegar aðferðir.</li><li>Varmageislun: Grunnlögmál, geislunareiginleikar, formstuðlar, geislun frá svörtum hlut og frávik frá því, geislun frá gösum.</li><li>Varmaskiptar: Flokkun varmaskipta, hitastigsdreifing, heildarvarmaburðarstuðull. Greining varmaskipta með LMTD og NTU aðferðum.</li></ul><p><strong>Lesefni: </strong>Incropera Dewitt, Bergmenn and Lavine, <em>Introduction to Heat Transfer.</em></p>;Enska;1
82;T-606-NUFF;Töluleg straum- og varmaflutningsfræði;Verkfræðideild;Vorönn 2022;12V;6;<p>Tilgangur námskeiðsins er að kynna til sögunnar fræðilega undirstöðu tölulegrar straumfræði (CFD) til að greina og leysa vandamál í straum- og varmaflutningsfræði. Hagnýt verkefni eru lögð fyrir, þar sem nemendur kynnast undirstöðu CFD með forritun lausnaralgríma og notkun CFD kóða.</p>;Enska;1
83;T-606-PROB;Líkindafræði og slembiferlar;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Grunnnám, framhaldsnámskeið. &nbsp;&nbsp;&nbsp;<strong><br>Tegund námskeiðs:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Skyldunámskeið rekstrarverkfræði og fjármálaverkfræði.<strong><br>Nauðsynlegir undanfarar:</strong> Tölfræði I (T-302-TOLF). &nbsp;Stærðfræði 2 er ráðlagður undanfari.</p><p>Að námskeiðinu loknu verða nemendur færir um að skilja það mikilvæga hlutverk sem líkindafræði og slembiferlar gegna á mismunandi sviðum verkfræði og vísinda. Þeir verða færir um að vinna með mismunandi líkindadreifingar, væntigildi, dreifni og samdreifni. Nemendur munu læra að hanna líkindadreifingar fyrir summur og vörp af slembistærðum og beita þeim. Nemendur munu kynnast tengslunum á milli slembiferla, eins og Brown hreyfingar og Itô ferla og hagnýtingu þeirra í Black-Scholes-Merton líkani. Eins munu þeir læra um Poisson ferli og hagnýtingar þeirra.&nbsp;</p><p><strong>Lesefni:</strong> Sheldon Ross, <em>A First Course in Probability</em>, 8th Edition, Pearson 2010.&nbsp; Z Brzezniak and T Zastawniak, <em>Basic Stochastic Processes</em>, Springer 1999<br></p>";Íslenska;1
84;T-609-LAEK;Læknisfræðileg myndgerð;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs: </strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Grunnnám, sérhæft námskeið / 4. Framhaldsnám, inngangsnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið heilbrigðisverkfræði.<br><strong>Nauðsynlegir undanfarar: </strong>Forritun (T-201-FOR1), Merkjafræði (T-306-MERK), Eðlisfræði III (T-307-HEIL).</p><p>Í námskeiðinu verður farið yfir helstu myndgerðarhætti sem notaðir eru í læknisfræði: röntgenmyndgerð og tölvusneiðmyndir, segulómun, ómun og ísótópa. Tækin verða kynnt og farið yfir eðlisfræði mismunandi myndgerða. Í dag eru læknisfræðilegar myndirnar nær alltaf á stafrænu formi og í byrjun verður fjallað almenntum stafrænar myndir, uppbyggingu og eiginleika, og grunnatriði myndvinnslu, birtubjögun, flatarsíun og tíðnisíun.</p><p><strong>Lesefni: </strong>Paul Suetens, <em>Fundamentals of Medical Imaging.</em></p>";Íslenska;1
